Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Pontiac,Grand Prix,Chev,Female,Male,27,Cross-platform,China,Acheng,45.548669,126.958098,Pink,TRUE,23/01/2011,33383.23,0.486,33844.46,0.14,207.3,6.7
Chevrolet,Corvette,Ginger,Male,Male,36,zero tolerance,Pakistan,Nowshera,34.0112004,71.9795856,Goldenrod,FALSE,21/11/2020,79847.07,0.6839,29302.8,0.05,152.6,9.8
Mitsubishi,Eclipse,Donovan,Female,Male,62,hub,Ukraine,Yizhivtsi,48.0414975,25.6513963,Mauv,TRUE,23/04/2005,72548.11,0.581,4397.51,0.16,158.4,6.9
Kia,Amanti,Coreen,Male,Female,65,Horizontal,Ireland,Youghal,51.949401,-7.8434254,Pink,TRUE,11/06/2018,15482.75,0.0787,26367.42,0.04,223.1,8.9
Lincoln,Continental,Mimi,Female,Female,64,Graphical User Interface,United States,San Antonio,29.385634,-98.5254159,Fuscia,TRUE,25/11/2016,35280.38,0.2708,23117.63,0.09,184,2.9
Mitsubishi,Chariot,Staford,Male,Male,49,algorithm,Sweden,Färjestaden,56.7155821,16.6880656,Aquamarine,TRUE,25/04/2017,24521.22,0.1946,32249.68,0.11,156.2,8.3
Mercedes-Benz,SLR McLaren,Fidelity,Female,Female,44,project,China,Nanjie,26.6849798,100.7492159,Aquamarine,FALSE,01/06/2010,65069.1,0.174,4613.24,0.14,146.5,9.2
GMC,Savana 1500,Kent,Male,Male,73,adapter,Portugal,Carvalhinho,38.651124,-8.971304,Teal,FALSE,04/03/2020,41708.34,0.2397,29511.04,0.15,162.2,11.3
Acura,TSX,Christina,Female,Female,60,Progressive,China,Changdai,32.121962,120.337007,Crimson,TRUE,28/02/2006,82630.54,0.2139,49968.42,0.14,193.7,6.5
Mazda,626,Norine,Female,Female,39,success,France,Arras,50.2837307,2.7425682,Turquoise,TRUE,28/04/2005,44104.38,0.0635,44627.24,0.02,232.1,13.9
Ford,E-Series,Lisa,Male,Female,59,Right-sized,Russia,Luga,57.8512804,45.7788684,Green,TRUE,07/08/2007,92684.58,0.0012,10046.76,0.16,124.1,9.1
Subaru,Loyale,Gradey,Male,Male,24,Up-sized,Peru,Pomacanchi,-14.0359111,-71.5709117,Blue,FALSE,07/01/2004,11209.51,0.0516,20638.28,0.06,213.8,4.6
Toyota,Highlander,Ado,Male,Male,36,zero defect,Haiti,Jeremi,18.6389698,-74.1181234,Mauv,FALSE,15/02/2008,99383.87,0.318,3889.7,0.16,227.3,5.7
Mazda,Mazda6,Francois,Male,Male,42,Vision-oriented,Colombia,Cajamarca,4.3578737,-75.5043761,Pink,FALSE,11/03/2013,45756.81,0.611,47854.4,0.13,136.9,4.4
Mitsubishi,Outlander,Carolee,Female,Female,42,empowering,Ethiopia,Bichena,10.4477737,38.2031762,Mauv,TRUE,06/06/2016,14409.91,0.61,47337.79,0.04,191.5,8.8
Honda,del Sol,Warden,Female,Male,68,solution,China,Jialu,47.1666507,8.2894205,Purple,TRUE,02/07/2004,28767.45,0.2118,20590.47,0.13,160,14.3
Audi,Quattro,Shirleen,Female,Female,31,Networked,Philippines,Acao,14.7127327,121.0279622,Puce,FALSE,14/08/2009,32505.78,0.1437,27937.04,0.14,218.4,9.4
Audi,A8,Pepillo,Male,Male,27,encryption,Pakistan,Bārkhān,30.1738031,69.9069312,Fuscia,FALSE,15/05/2016,56957.15,0.2068,47664.8,0.2,233,14.3
Volvo,S60,Kristofor,Male,Male,64,bifurcated,Latvia,Ventspils,57.3937216,21.5647066,Yellow,TRUE,30/10/2002,80327.9,0.4803,22999.7,0.12,129.3,3.8
Jaguar,X-Type,Barbabra,Male,Female,52,instruction set,Indonesia,Ambarita,2.6715181,98.8087151,Red,FALSE,28/08/2020,26279.31,0.1909,28916.47,0.09,157.8,9.1
Dodge,Grand Caravan,Tibold,Female,Male,60,Multi-lateral,Philippines,Montecillo,10.3166,123.90114,Green,TRUE,13/03/2014,57649.23,0.0328,15246.65,0.11,212.8,12
Ford,Courier,Kinny,Female,Male,74,Upgradable,Greece,Triánta,36.4126577,28.1554071,Mauv,TRUE,05/09/2009,86143.12,0.0677,35842.61,0.15,174.1,10.8
Honda,Prelude,Bruno,Female,Male,39,attitude,China,Jinghong,22.000143,100.771678,Puce,TRUE,08/07/2007,51481.14,0.2929,7964.07,0.24,206,9.9
Volkswagen,Jetta,Tobie,Female,Male,26,productivity,China,Xiaojiezi,34.390575,117.526125,Teal,FALSE,08/12/2008,46865.62,0.228,41564.85,0.11,216.8,2.6
Suzuki,Swift,Doyle,Female,Male,52,intangible,Sudan,Talodi,10.6377926,30.3839017,Red,FALSE,11/12/2017,88096.74,0.1553,18606.06,0.22,185.7,12.6
Mitsubishi,Eclipse,Angele,Female,Female,63,function,Mexico,San Pedro,19.2586779,-99.1075731,Blue,TRUE,08/01/2012,38995.52,0.0624,28386.36,0.19,241,3.7
Hyundai,Tiburon,Cordell,Female,Male,61,Realigned,Aland Islands,Kökar,59.9207975,20.9091298,Green,TRUE,26/04/2005,82398.11,0.2016,41815.59,0.07,121.5,3.4
Smart,Fortwo,Pete,Male,Male,44,methodical,China,Xinbei,31.830362,119.97167,Pink,TRUE,10/11/2009,64525.49,0.6328,27568.55,0.02,229.1,12.6
Toyota,Corolla,Kristina,Female,Female,28,secondary,China,Weifang,36.706962,119.161748,Purple,TRUE,16/03/2017,75316.21,0.2512,4916.18,0.23,121.4,9.2
Honda,Insight,Brittan,Female,Female,22,hub,Brazil,Camaquã,-30.8493976,-51.8048311,Orange,TRUE,27/07/2008,95712.92,0.438,8103.75,0.14,158,3.4
Jaguar,XK,Conney,Male,Male,44,paradigm,Ecuador,Cuenca,-2.9001285,-79.0058965,Green,TRUE,16/03/2010,68061.64,0.1392,30363.32,0.25,178.9,11.7
GMC,Sierra 1500,Stanislaw,Male,Male,56,content-based,South Africa,Roodepoort,-26.1631828,27.8252814,Indigo,TRUE,07/03/2011,23014.58,0.3431,13912.62,0.1,179,9.2
Aston Martin,Vanquish S,Rea,Female,Female,58,implementation,Guinea,Labé,11.3232042,-12.2891314,Red,FALSE,13/05/2015,20664.67,0.5754,37069.01,0.07,129.8,6.7
Dodge,Charger,Milli,Male,Female,64,static,Germany,Duisburg,51.3948213,6.6518329,Green,FALSE,05/07/2013,60499.27,0.2489,2503.87,0.21,195.2,7.3
Audi,TT,Claudianus,Female,Male,40,optimal,Indonesia,Suwaduk,-6.6765389,111.0549826,Yellow,TRUE,10/01/2017,71648.93,0.4172,46519.64,0.04,193.3,4.4
BMW,X3,Harwell,Female,Male,61,secured line,Japan,Chigasaki,35.3372599,139.4046734,Purple,FALSE,23/05/2003,93056.33,0.5358,5866.75,0.24,174.6,7.9
Nissan,Sentra,Bret,Female,Male,26,portal,Vietnam,Quốc Oai,20.9924634,105.6404254,Teal,FALSE,23/05/2006,64330.07,0.5418,25579.11,0.23,221.1,8.5
Ferrari,430 Scuderia,Lydie,Male,Female,57,maximized,China,Nanping,26.641774,118.17771,Crimson,TRUE,06/09/2015,74953.4,0.2411,23494.52,0.1,193.9,13.8
Chevrolet,Suburban 1500,Angeline,Female,Female,61,ability,Netherlands,Roermond,51.1806274,6.0187806,Pink,TRUE,23/02/2004,16422.63,0.6121,18888.3,0.17,155.1,6.3
Dodge,Charger,Addi,Male,Female,34,database,Brazil,Ipameri,-17.722004,-48.1585601,Red,TRUE,21/02/2005,25482.86,0.6689,46657.9,0.25,129.9,14.9
Hyundai,Tucson,Fairleigh,Male,Male,38,hub,Indonesia,Mlonggo,-6.5277643,110.7095788,Mauv,FALSE,18/11/2016,39776.48,0.6481,22970.22,0.08,206.2,12.5
Mazda,B-Series Plus,Nomi,Female,Female,44,Vision-oriented,Brazil,Várzea Grande,-6.551202,-42.2165112,Crimson,FALSE,01/02/2007,82782.44,0.4326,5638.4,0.09,197.9,3.3
Hummer,H2,Tammie,Male,Female,42,Organic,Portugal,Costa de Rios Frios,40.280218,-8.4788248,Orange,TRUE,09/03/2007,14277.46,0.2688,21048.83,0.02,247,5.8
Aston Martin,DB9,Hewett,Male,Male,22,empowering,Finland,Nykarleby,63.0709556,21.6602532,Turquoise,FALSE,26/11/2008,95235.76,0.0955,2231.8,0.05,138.3,11.7
Scion,xB,Charlton,Female,Male,26,interface,Russia,Akademicheskoe,52.2348348,104.2973676,Turquoise,FALSE,10/08/2020,55407.62,0.5731,43977.67,0.07,165.9,5.4
Chrysler,LeBaron,Birdie,Male,Female,67,systemic,Indonesia,Rengat,-0.2007936,102.5527505,Fuscia,TRUE,25/04/2010,12160.92,0.0729,48900.83,0.07,225,4.3
Mitsubishi,Galant,Caralie,Female,Female,38,methodical,Uzbekistan,Yangiyŭl,41.1213095,69.0612582,Maroon,FALSE,30/12/2005,69827.36,0.2167,30387.37,0.07,158.7,15
Nissan,Frontier,Celene,Female,Female,69,Virtual,China,Lubei,39.624437,118.200692,Puce,TRUE,20/01/2004,23091.56,0.5352,41429.46,0.09,122.9,7.7
Suzuki,Sidekick,Arney,Female,Male,68,encompassing,China,Lianghe,24.804232,98.296657,Purple,FALSE,08/06/2020,61220.65,0.6213,41910.97,0.21,125.5,9.4
Ford,LTD,Laney,Male,Female,71,extranet,Vietnam,Poste du Lac,12.41086,108.17682,Khaki,TRUE,13/06/2004,95357.29,0.6556,38060.87,0.21,184.5,14.9
Buick,LeSabre,Theodoric,Female,Male,20,needs-based,Russia,Novodmitriyevskaya,44.8353965,38.8764177,Teal,FALSE,19/02/2003,57987.3,0.0966,25216.43,0.1,222.5,13.6
Pontiac,Bonneville,Ruthanne,Male,Female,38,attitude-oriented,Russia,Salmi,58.5944316,49.6634858,Purple,TRUE,18/11/2002,22511.79,0.1972,15005.9,0.15,167.4,8.8
Chevrolet,Express,Marcus,Male,Male,50,radical,Japan,Yamazakichō-nakabirose,35,134.55,Indigo,FALSE,07/02/2010,48558.04,0.3362,13284.04,0.09,171.6,10.4
Jeep,Grand Cherokee,Bentlee,Female,Male,70,impactful,Bosnia and Herzegovina,Mionica,44.8594566,18.4874433,Maroon,TRUE,26/12/2017,43751.55,0.6259,13040.64,0.04,123.3,12
Chevrolet,Silverado 1500,Dionne,Male,Female,26,intermediate,China,Fengcheng,28.159141,115.771093,Purple,TRUE,14/08/2004,67659.62,0.1808,28932.96,0.11,237.7,3.4
BMW,M Roadster,Juana,Female,Female,53,Expanded,Denmark,København,55.6833424,12.5616448,Crimson,TRUE,28/08/2007,82556.41,0.1875,20165.1,0.18,179.1,10.9
Suzuki,XL-7,Fancy,Male,Female,60,Cross-group,Sweden,Hisings Kärra,57.8001246,11.9841764,Khaki,FALSE,22/03/2014,68944.03,0.4514,9328.31,0.04,211.3,10.7
Mitsubishi,Eclipse,Phil,Male,Male,35,encoding,Libya,Zawiya,32.7630282,12.7364962,Indigo,TRUE,04/07/2010,99448.56,0.2889,44542.99,0.05,123.9,8.9
Volkswagen,GTI,Rourke,Male,Male,30,forecast,Vietnam,Tân Hòa,21.3971282,106.71167,Purple,TRUE,07/12/2004,77093.51,0.4814,31453.55,0.17,193.2,4.5
Mercedes-Benz,C-Class,Archer,Male,Male,35,Graphic Interface,Indonesia,Sumberjeruk,-8.1338509,113.790057,Turquoise,FALSE,10/09/2020,40198.8,0.4468,11748.8,0.09,164.9,6.4
Dodge,Stratus,Helene,Female,Female,73,upward-trending,Indonesia,Pugeran,-7.7037789,110.7465164,Khaki,FALSE,31/10/2013,89438.99,0.3685,8545.07,0.15,238.6,4.1
Chevrolet,Cobalt,Farand,Female,Female,25,demand-driven,China,Huangjia,37.768027,117.087268,Turquoise,TRUE,07/12/2011,65703.89,0.0709,13848.01,0.13,161.3,10.8
Toyota,Matrix,Randolf,Male,Male,35,support,France,Caluire-et-Cuire,45.7967858,4.8427596,Goldenrod,TRUE,14/06/2016,96705.84,0.4166,46495.56,0.16,215.2,14
Suzuki,XL7,Brade,Female,Male,26,Networked,Albania,Buçimas,40.8913038,20.6779776,Green,FALSE,26/08/2006,41077.86,0.0371,17144.83,0.2,193.1,13
Mitsubishi,Chariot,Dwain,Male,Male,59,open architecture,Madagascar,Anjepy,-18.841761,47.703579,Puce,FALSE,05/01/2015,96084.25,0.6551,34674.77,0.2,134.5,13.9
Ford,Excursion,Joan,Female,Female,71,fresh-thinking,Afghanistan,Kunduz,36.7285907,68.8680663,Turquoise,FALSE,06/05/2004,37632.47,0.464,46644.76,0.12,155.9,12.4
Volkswagen,Eurovan,Valry,Female,Female,32,Multi-tiered,Philippines,Caba,16.4332711,120.3470571,Fuscia,FALSE,25/10/2004,72680.18,0.1272,3780.3,0.09,152.8,5.3
Ford,E250,Ailis,Male,Female,57,encompassing,China,Dayuanhuizu,32.417346,105.238901,Blue,FALSE,26/10/2008,96795.88,0.5017,39448.82,0.03,134,13.8
Dodge,Avenger,Marillin,Female,Female,59,matrix,Poland,Wróblew,51.612047,18.615044,Teal,TRUE,01/12/2002,18353.7,0.3951,44936.96,0.2,199.1,12.3
Ford,E-350 Super Duty,Lotti,Female,Female,32,Customer-focused,Nigeria,Sauri,11.7323018,6.792905,Mauv,TRUE,25/04/2019,13805.96,0.0088,38124.35,0.15,152.3,5.1
Mercedes-Benz,GL-Class,Phil,Male,Female,40,contingency,Laos,Pakxé,15.1105068,105.8172881,Green,TRUE,17/12/2018,64318.56,0.1497,16310.11,0.09,234.9,3.9
Saab,900,Daffie,Male,Female,31,Universal,China,Shuixi,21.377246,110.250123,Aquamarine,FALSE,14/05/2014,22286.39,0.0633,30409.56,0.1,207.4,6.5
Toyota,Corolla,Herbie,Female,Male,20,Fundamental,China,Songjiang,31.032243,121.227747,Orange,FALSE,27/02/2008,47287.17,0.1618,41979.1,0.12,210.7,11.8
Lincoln,Town Car,Reg,Male,Male,30,Self-enabling,Greece,Astypálaia,36.5389811,26.3131356,Pink,FALSE,12/05/2015,32759.22,0.5032,48805.06,0.07,137.1,2.3
Mitsubishi,Pajero,Susie,Female,Female,55,Multi-lateral,Indonesia,Banyumas,-7.4832133,109.140438,Mauv,TRUE,18/03/2014,58322.54,0.2478,10479.75,0.11,137.9,12.2
Acura,MDX,Lilyan,Female,Female,60,uniform,Brazil,Osasco,-23.534948,-46.7737972,Fuscia,FALSE,11/03/2012,34206.08,0.1241,39441.3,0.21,183.3,5.7
Hyundai,Sonata,Mile,Male,Male,65,focus group,Nigeria,Oke Ila,7.95,4.983333,Aquamarine,FALSE,03/02/2013,94153.61,0.698,12828.09,0.04,200.2,3.9
Ford,Club Wagon,Wilbert,Male,Male,69,fresh-thinking,Indonesia,Karangpapak,-6.9467616,106.4729811,Orange,FALSE,13/02/2018,57231.19,0.0896,41529.52,0.16,150,7.1
Ford,Fusion,Roslyn,Female,Female,38,Profound,Dominican Republic,Sabaneta,18.8104433,-71.2236939,Goldenrod,FALSE,07/09/2002,75630.56,0.0478,15598.86,0.17,210.3,8
Pontiac,Grand Am,Gare,Female,Male,24,dedicated,Poland,Grzechynia,49.715157,19.65651,Blue,TRUE,14/06/2009,84744,0.6617,25515.11,0.24,152.2,12.9
Ford,E-Series,Rosina,Male,Female,55,Devolved,Portugal,Ul,40.8157748,-8.489917,Pink,FALSE,03/12/2010,21329.91,0.0903,19629.63,0.08,178.2,14.7
Subaru,Justy,Lockwood,Female,Male,74,asymmetric,Paraguay,San Bernardino,-25.3461531,-57.2705691,Pink,FALSE,21/05/2016,52257.02,0.5192,4690.38,0.05,154.4,3.2
Mitsubishi,Diamante,Hersh,Female,Male,54,upward-trending,Sudan,Kurmuk,10.5534497,34.2824429,Puce,FALSE,27/09/2005,43267.19,0.5433,45315.4,0.12,204,9.8
Pontiac,Grand Prix,Elnar,Male,Male,72,Networked,Belarus,Buynichy,53.8536,30.2671,Puce,TRUE,08/03/2002,58712.67,0.6765,8028.17,0.12,231.4,12.1
Ford,Fiesta,Hildagarde,Male,Female,73,forecast,China,Dawu Chengguanzhen,31.559966,114.121441,Indigo,FALSE,13/08/2002,37081.11,0.2645,6038.82,0.01,214.3,14.7
MINI,Countryman,Sidoney,Male,Female,74,holistic,Jordan,Kafr Sawm,32.6821287,35.8024545,Crimson,TRUE,24/04/2016,80839.16,0.6348,8211.72,0.05,238.1,9.9
Nissan,Pathfinder,Agnella,Female,Female,70,Enhanced,Russia,Nerchinsk,51.9769348,116.5697117,Red,TRUE,05/12/2009,26944.99,0.1866,4089.2,0.2,244.6,2.9
BMW,5 Series,Amye,Male,Female,58,forecast,Portugal,Outeiro Seco,41.7737809,-7.4495583,Turquoise,FALSE,25/08/2004,40754.3,0.1187,47719.91,0.11,241.8,5.5
Chevrolet,Monte Carlo,Mala,Male,Female,73,coherent,South Korea,Icheon-si,37.2719952,127.4348221,Green,TRUE,09/11/2008,12268.11,0.594,9470.71,0.1,123.4,8
Buick,Lucerne,Erroll,Male,Male,53,Graphical User Interface,Israel,Dimona,31.069419,35.033363,Teal,FALSE,01/07/2004,88451.51,0.3368,18393.05,0.12,244.7,9.3
Buick,Roadmaster,Jedediah,Female,Male,49,project,Philippines,Puerto Bello,10.9856014,124.5316391,Orange,FALSE,27/10/2015,31300.2,0.4055,25335.74,0.19,164.5,8
Mazda,RX-8,Che,Male,Male,64,fault-tolerant,Macedonia,Сарај,42.0011586,21.3431378,Teal,TRUE,05/09/2006,60806.26,0.4703,40651.73,0.05,125.1,12
Dodge,Ram Van 1500,Isidoro,Male,Male,25,exuding,Indonesia,Kaduluhur,-7.1928,108.6334,Goldenrod,TRUE,14/05/2007,80254.61,0.0822,18108.21,0.22,241.4,8.5
Saab,09-May,Dew,Female,Male,49,Phased,Sweden,Kristianstad,56.0345586,14.0604538,Orange,TRUE,14/06/2004,12177.11,0.5252,22672.07,0.13,143.4,11.9
Pontiac,Firebird Formula,Katya,Male,Female,31,Cloned,Finland,Kiuruvesi,63.6106858,26.9828477,Red,FALSE,02/02/2004,60391.42,0.6941,41852.96,0.18,225.3,8.9
Ford,LTD,Wilek,Male,Male,67,methodology,Pakistan,Mingora,34.7811851,72.3485015,Aquamarine,FALSE,06/09/2014,77250.53,0.4475,29293.14,0.18,154,12.2
Toyota,Prius,Walden,Male,Male,46,Self-enabling,China,Sanchahe,27.951331,92.009188,Fuscia,TRUE,19/09/2009,51412.31,0.6308,20733.92,0.09,167.6,14.5
Acura,TSX,Gates,Female,Female,37,Phased,Indonesia,Sirnarasa,-6.8544539,106.5230542,Crimson,FALSE,07/10/2002,65637.02,0.4994,6216.55,0.21,209.4,9.9
Pontiac,Safari,Marylin,Female,Female,32,firmware,China,Wuxihe,31.491169,120.31191,Orange,TRUE,08/08/2017,22153.71,0.3204,47551.01,0.11,185.8,10.9
Porsche,911,Willyt,Male,Female,48,intangible,Norway,Kristiansand S,58.1531344,8.079923,Goldenrod,TRUE,13/06/2003,35977.57,0.182,46757.11,0.05,130.7,9.9
Pontiac,Trans Sport,Egbert,Female,Male,66,Enhanced,Tokelau,Atafu Village,-8.5335451,-172.5165543,Pink,TRUE,04/05/2005,75422.96,0.4657,13472.24,0.11,210.2,7.3
Volvo,960,Ulrich,Male,Male,32,Customer-focused,Poland,Susiec,50.4145342,23.2170296,Goldenrod,FALSE,24/11/2015,96950.18,0.2022,42151,0.05,229.6,7.4
Mazda,Mazda5,Tynan,Male,Male,38,Sharable,China,Liangchahe,27.88157,102.267712,Purple,FALSE,10/10/2019,84263.24,0.4701,29817.55,0.06,122.3,9.7
Volvo,S70,Douglass,Male,Male,26,instruction set,Argentina,Yerba Buena,-24.2298687,-65.1737343,Green,FALSE,15/11/2015,33714.16,0.3614,33979.17,0.22,149.7,4.3
Ford,Escort,Massimo,Male,Male,47,Managed,Sweden,Domsjö,63.2664676,18.6285484,Yellow,TRUE,29/07/2017,81114,0.2649,3923.7,0.21,218.1,2
Chevrolet,Classic,Sharon,Female,Female,56,intermediate,Ukraine,Kalanchak,46.2559467,33.2989663,Blue,TRUE,05/06/2005,67557.19,0.3063,37903.71,0.13,214.1,10.4
Volvo,S90,Carolyn,Male,Female,23,knowledge user,China,Yanjiang,30.108216,104.677091,Crimson,TRUE,13/10/2020,46216.21,0.5814,18582.34,0.19,138.2,5.8
Suzuki,Sidekick,Fulvia,Female,Female,47,fresh-thinking,Haiti,Port-à-Piment,18.2502129,-74.0968336,Teal,TRUE,18/06/2010,34519.67,0.2593,45022.2,0.09,156.9,8.4
Subaru,Leone,Arielle,Male,Female,45,process improvement,Yemen,Al Mashāf,16.85836,43.19781,Purple,TRUE,26/04/2015,65656.86,0.3758,35465,0.07,232.2,4.5
Chevrolet,Express,Ravid,Male,Male,75,3rd generation,Philippines,Irosin,12.712478,124.036411,Pink,TRUE,10/10/2007,22726,0.0886,2404.94,0.03,131.7,12.7
Toyota,Xtra,Miquela,Female,Female,64,Advanced,Russia,Popova,53.3846046,83.6834141,Turquoise,FALSE,06/08/2008,43704.8,0.2128,41585.06,0.18,230.9,2.9
Aston Martin,Vanquish S,Stanleigh,Male,Male,53,Robust,China,Taodian,30.536514,114.975487,Orange,FALSE,15/03/2012,81624.31,0.2867,27655.72,0.21,232.1,13.3
Ford,Tempo,Cris,Female,Male,48,Compatible,China,Dawan,39.917717,116.418465,Turquoise,FALSE,16/08/2020,62970.59,0.4603,21346.72,0.16,153,3.3
Porsche,Boxster,Heddi,Female,Female,67,bandwidth-monitored,Armenia,Malishka,39.7376099,45.3925813,Fuscia,TRUE,20/03/2004,35439.37,0.0381,26802.22,0.23,249.2,10.7
Cadillac,DeVille,Mac,Female,Male,59,Extended,Malaysia,Ipoh,4.6096768,101.1064003,Puce,TRUE,09/04/2004,42345.61,0.4218,46313.7,0.15,203,7.5
Mazda,Protege,Marlin,Male,Male,62,archive,Sweden,Göteborg,57.708657,12.0447568,Green,FALSE,13/01/2012,24714.4,0.1673,25171.21,0.14,122.1,13.5
Mazda,626,Raf,Female,Female,45,installation,China,Hoboksar,46.793235,85.728328,Blue,TRUE,08/08/2018,90148.82,0.2458,3561.81,0.18,162.2,9.1
BMW,7 Series,Olin,Female,Male,23,User-friendly,Argentina,Villa Regina,-39.103215,-67.0940101,Crimson,TRUE,22/01/2009,35508.37,0.5815,26313,0.03,132.5,11.4
Subaru,Outback,Debera,Male,Female,47,optimizing,Vietnam,Bằng Lũng,22.1623468,105.6002024,Mauv,TRUE,26/01/2013,83709.51,0.1422,9744.49,0.09,134.1,8.8
Lotus,Elan,Tirrell,Male,Male,24,Persistent,China,Tangyin,35.924514,114.357763,Goldenrod,FALSE,24/04/2020,42475.39,0.2351,16601.04,0.02,218.2,9.8
Toyota,4Runner,Meyer,Male,Male,55,Fundamental,Mexico,La Guadalupe,25.6775595,-100.2596935,Khaki,FALSE,09/07/2016,52328.74,0.1173,46818.94,0.21,147.3,8.1
Volkswagen,Golf,Court,Female,Male,63,Versatile,France,Saint-Nazaire,47.273289,-2.204647,Turquoise,TRUE,03/01/2015,63128.06,0.1921,28467.6,0.04,164.3,12.8
Eagle,Vision,Harper,Female,Male,64,Up-sized,Denmark,København,44.351935,-87.8445954,Pink,FALSE,16/07/2011,17458.62,0.3436,28625.69,0.15,153.1,5.1
Toyota,Land Cruiser,Bruis,Female,Male,62,migration,China,Zhangqing,29.713689,116.339882,Khaki,FALSE,08/03/2018,52812.95,0.6923,38806.22,0.14,129.6,12.3
Volkswagen,Golf,Brandice,Male,Female,73,systemic,Indonesia,Wolometang,-8.5873,122.5971,Red,TRUE,21/05/2018,65726.97,0.3752,14384.29,0.13,208.7,6.5
Ford,Thunderbird,Yorker,Male,Male,74,intranet,China,Tiancheng,32.667571,119.004816,Maroon,FALSE,07/04/2019,42294.39,0.6274,14630.54,0.12,178,11.3
GMC,2500,Thedrick,Male,Male,57,heuristic,Poland,Góra,51.669945,16.5376529,Crimson,TRUE,26/09/2008,22953.33,0.4561,26979.73,0.25,204.2,3.2
Subaru,Legacy,Izaak,Male,Male,71,groupware,Sweden,Stockholm,47.02018,-68.1434996,Red,TRUE,04/02/2008,95033.62,0.3565,47784.15,0.04,181.9,2.3
Chevrolet,APV,Fabian,Male,Male,65,hybrid,Estonia,Jõhvi,59.3573116,27.4136645,Goldenrod,TRUE,19/12/2006,60116.12,0.041,36672.58,0.02,205.8,7.5
Infiniti,I,Del,Female,Female,31,object-oriented,Guatemala,Taxisco,14.2755871,-90.7690791,Blue,FALSE,19/10/2006,46003.94,0.0693,43550.29,0.11,218.4,9.6
Toyota,Tacoma,Kerwinn,Male,Male,51,Reverse-engineered,Philippines,Matungao,14.8043413,120.8805975,Teal,FALSE,06/08/2011,62689.31,0.4988,39160.25,0.16,172.8,13.2
Ford,Fiesta,Bald,Male,Male,42,Fully-configurable,Brazil,Paracuru,-3.4142906,-39.0303806,Blue,FALSE,26/08/2004,99457.37,0.5572,42821.76,0.08,140.3,10.4
Scion,xD,Elfreda,Male,Female,53,global,Peru,Antaparco,-13.07361,-74.41194,Maroon,FALSE,17/12/2007,89394.96,0.1182,31331.12,0.12,205.7,6.8
Chevrolet,Colorado,Vyky,Male,Female,36,solution,Indonesia,Kadukandel,-6.4334,105.9098,Indigo,FALSE,04/10/2010,87936.04,0.13,17801.55,0.06,196.8,5.5
GMC,Savana 3500,Arvy,Male,Male,48,global,Indonesia,Krajan,-7.5450262,111.6556388,Pink,TRUE,18/11/2008,38231.82,0.3191,47266.49,0.11,216.8,12.6
Dodge,Ram 2500,Gillian,Male,Female,59,impactful,Brazil,Álvares Machado,-22.0791603,-51.477858,Maroon,FALSE,21/09/2005,62236,0.5406,4456.36,0.04,145.6,14.7
Toyota,Venza,Laurie,Male,Male,53,responsive,Netherlands,Brunssum,50.9440122,5.9698278,Aquamarine,TRUE,21/12/2012,59186.09,0.5462,21644.02,0.2,237.8,3.6
Eagle,Premier,Lawrence,Male,Male,74,system engine,Fiji,Nadi,-17.7765356,177.4356227,Violet,FALSE,20/01/2015,49478.17,0.2198,17514.49,0.02,236.3,2.4
GMC,Savana 1500,Terese,Female,Female,34,homogeneous,United States,Kansas City,39.3035567,-94.7195096,Fuscia,TRUE,09/05/2003,17286.95,0.2907,16007.31,0.2,170,4.4
Subaru,Legacy,Margeaux,Male,Female,73,Object-based,China,Banqiaodian,26.486589,111.909579,Blue,FALSE,02/07/2002,86419.96,0.0934,47975.49,0.2,235.2,7
Saturn,VUE,Marshall,Male,Male,34,Reduced,China,Guihuaquan,29.555948,113.87801,Aquamarine,FALSE,29/07/2018,37589.4,0.4338,30467.15,0.04,246.8,6.5
Ford,E350,Danna,Female,Female,43,workforce,Cameroon,Bali,5.8874488,10.0191857,Orange,FALSE,14/12/2008,80364.77,0.2732,44707.07,0.15,215.5,3.9
GMC,Terrain,Valdemar,Female,Male,68,internet solution,China,Pingdi,26.1050311,104.5991578,Puce,FALSE,09/05/2014,17988.75,0.6917,37788.56,0.22,219.3,6.7
Mercedes-Benz,R-Class,Verge,Female,Male,30,portal,China,Liudong,24.3653152,109.5235215,Aquamarine,TRUE,23/04/2008,89570.4,0.4411,6020.77,0.19,120.3,14
Chrysler,LeBaron,Shandra,Female,Female,50,standardization,Kosovo,Lluka e Eperme,42.5448774,20.3076276,Teal,FALSE,22/12/2005,52134.3,0.2554,10796.72,0.08,158.5,3.1
Subaru,SVX,Julianne,Female,Female,67,Upgradable,Benin,Hinvi,6.76667,2.16667,Orange,TRUE,28/08/2007,44635.17,0.0537,19974.16,0.19,201.5,11.3
Nissan,Quest,Rudiger,Female,Male,22,Streamlined,China,Yashiga,36.070149,101.931253,Red,FALSE,17/01/2003,76000.56,0.4372,47488.26,0.03,232,11.2
